name,dept,area,count,adjustedcount,year
Raghavan Komondoor,IISc Bangalore,SANER,1,0.0,2023
Aditya Kanade,IISc Bangalore,International Conference on Computational Science (3),1,0.0,2006
Hemant Rathore,BITS Pilani-Goa,ICCS (5),1,0.0,2023
Sanjay K. Sahay,BITS Pilani-Goa,ICCS (5),1,0.0,2023
G. N. Srinivasa Prasanna,IIIT Bangalore,International Conference on Computational Science,1,0.0,2004
Vijay Natarajan,IISc Bangalore,ICCS (2),1,0.0,2020
Hemant Rathore,BITS Pilani-Goa,ICCS (2),1,0.0,2023
Sanjay K. Sahay,BITS Pilani-Goa,ICCS (2),1,0.0,2023
Santonu Sarkar,BITS Pilani-Goa,ICCS,1,0.0,2014
Umesh Bellur,IIT Bombay,ICCS,1,0.0,2014
Varsha Apte,IIT Bombay,ICPE Companion,1,0.0,2016
Varsha Apte,IIT Bombay,WOSP,1,0.0,2007
Umesh Bellur,IIT Bombay,WOSP,1,0.0,2004
Varsha Apte,IIT Bombay,ICPE Companion,1,0.0,2019
Varsha Apte,IIT Bombay,ICPE Companion,1,0.0,2017
Varsha Apte,IIT Bombay,WOSP,1,0.0,2008
Varsha Apte,IIT Bombay,ICPE,1,0.0,2014
Varsha Apte,IIT Bombay,ICPE,1,0.0,2017
Vinay J. Ribeiro,IIT Bombay,ICPE,1,0.0,2021
Umesh Bellur,IIT Bombay,ICPE,1,0.0,2021
Puru Kulkarni,IIT Bombay,ICPE,1,0.0,2013
Umesh Bellur,IIT Bombay,ICPE,1,0.0,2013
R. Govindarajan,IISc Bangalore,ICPE,1,0.0,2015
Puru Kulkarni,IIT Bombay,ICPE,1,0.0,2021
Sangharatna Godboley,National Institute of Technology Warangal,ENASE,1,0.0,2021
Sangharatna Godboley,National Institute of Technology Warangal,ENASE,3,0.0,2023
P. Radha Krishna 0001,National Institute of Technology Warangal,ENASE,1,0.0,2023
Sangharatna Godboley,National Institute of Technology Warangal,ENASE,1,0.0,2022
B. B. Amberker,National Institute of Technology Warangal,ICDP,1,0.0,2013
Sanjay K. Sahay,BITS Pilani-Goa,EANN,1,0.0,2020
Krithi Ramamritham,IIT Bombay,Symposium on Reliability in Distributed Software and Database Systems,1,0.0,1983
Om P. Damani,IIT Bombay,SRDS,1,0.0,1999
Sasthi C. Ghosh 0001,ISI Kolkata,ICWN,2,0.0,2009
Biju K. Raveendran,BITS Pilani-Goa,Asia-Pacific Computer Systems Architecture Conference,1,0.0,2006
Sundar Balasubramaniam,BITS Pilani,Asia-Pacific Computer Systems Architecture Conference,1,0.0,2006
Biswa,IIT Bombay,SEED,1,0.0,2022
Srinath Srinivasa,IIIT Bangalore,AACC,1,0.0,2004
Debabrata Das,IIIT Bangalore,AACC,1,0.0,2004
G. N. Srinivasa Prasanna,IIIT Bangalore,CCTA,2,0.0,2022
G. N. Srinivasa Prasanna,IIIT Bangalore,CCTA,1,0.0,2019
Krithi Ramamritham,IIT Bombay,MobiDE,1,0.0,2005
Krithi Ramamritham,IIT Bombay,MobiDE,1,0.0,1999
Vinayak Naik,BITS Pilani-Goa,NSDR,1,0.0,2010
Vinayak Naik,BITS Pilani-Goa,NSDR,1,0.0,2011
Debabrata Das,IIIT Bangalore,NSDR,1,0.0,2007
Bhaskaran Raman,IIT Bombay,NSDR,1,0.0,2011
Bhaskaran Raman,IIT Bombay,NSDR,1,0.0,2012
Kameswari Chebrolu,IIT Bombay,NSDR,1,0.0,2007
Bhaskaran Raman,IIT Bombay,NSDR,1,0.0,2007
Nikhil R. Pal,ISI Kolkata,EUSFLAT/IWIFSGN (2),1,0.0,2017
Nikhil R. Pal,ISI Kolkata,IFSA-EUSFLAT,1,0.0,2015
Sasthi C. Ghosh 0001,ISI Kolkata,Mobility Conference,1,0.0,2008
Kamal Lodaya,IMSc,CASC,1,0.0,2016
Aditya Kanade,IISc Bangalore,CASC,1,0.0,2012
Aditya Kanade,IISc Bangalore,CASC,1,0.0,2010
B. B. Amberker,National Institute of Technology Warangal,SSCC,1,0.0,2015
B. B. Amberker,National Institute of Technology Warangal,SSCC,2,0.0,2013
Ilaiah Kavati,National Institute of Technology Warangal,SSCC,2,0.0,2013
Kamlesh Tiwari,BITS Pilani,SSCC,1,0.0,2015
Mandar Mitra,ISI Kolkata,ICDS,1,0.0,2007
Hariharan Narayanan,Tata Inst. of Fundamental Research,EMSOFT,1,0.0,2016
Aditya Kanade,IISc Bangalore,EMSOFT,1,0.0,2008
Krithi Ramamritham,IIT Bombay,EMSOFT,1,0.0,2004
Partha P. Talukdar,IISc Bangalore,SSW,1,0.0,2004
Sasthi C. Ghosh 0001,ISI Kolkata,ICMC,1,0.0,2021
Om P. Damani,IIT Bombay,Workshop on Parallel and Distributed Simulation,1,0.0,1997
Om P. Damani,IIT Bombay,Workshop on Parallel and Distributed Simulation,1,0.0,1998
Shishir Kolathaya,IISc Bangalore,ECC,1,0.0,2022
Jagtap Pushpak,IISc Bangalore,ECC,1,0.0,2023
G. N. Srinivasa Prasanna,IIIT Bangalore,ECC,1,0.0,2021
Shrisha Rao 0001,IIIT Bangalore,ECC,1,0.0,2021
Bhabatosh Chanda,ISI Kolkata,ISMM,1,0.0,2013
Sravan Danda,BITS Pilani-Goa,ISMM,1,0.0,2017
Aditya Challa,BITS Pilani-Goa,ISMM,1,0.0,2017
U. Pal 0001,ISI Kolkata,SACH,1,0.0,2006
M. Praveen,CMI,MFCS,1,0.0,2010
Meena Mahajan,IMSc,MFCS (2),1,0.0,2015
Arindam Khan 0001,IISc Bangalore,MFCS,1,0.0,2020
Saket Saurabh 0001,IMSc,MFCS,2,0.0,2023
Kamal Lodaya,IMSc,MFCS,1,0.0,1993
Pranab Sen,Tata Inst. of Fundamental Research,MFCS,1,0.0,2003
Saket Saurabh 0001,IMSc,MFCS,2,0.0,2022
Kamal Lodaya,IMSc,MFCS,2,0.0,2010
S. P. Suresh,CMI,MFCS,1,0.0,2010
Kamal Lodaya,IMSc,MFCS,2,0.0,2012
Chandan Saha 0001,IISc Bangalore,MFCS,1,0.0,2019
Hariharan Narayanan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2017
Hariharan Narayanan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2019
Madhavan Mukund,CMI,MFCS,1,0.0,2000
K. Narayan Kumar,CMI,MFCS,1,0.0,2000
Samir Datta,CMI,MFCS,2,0.0,2021
Partha Mukhopadhyay,CMI,MFCS,1,0.0,2012
Prajakta Nimbhorkar,CMI,MFCS,1,0.0,2012
Samir Datta,CMI,MFCS,2,0.0,2016
Madhavan Mukund,CMI,MFCS,1,0.0,2003
K. Narayan Kumar,CMI,MFCS,1,0.0,2003
Arijit Ghosh,ISI Kolkata,MFCS,1,0.0,2017
Kamal Lodaya,IMSc,MFCS,1,0.0,2021
Partha Mukhopadhyay,CMI,MFCS,1,0.0,2021
Saket Saurabh 0001,IMSc,MFCS,1,0.0,2018
Kamal Lodaya,IMSc,MFCS,1,0.0,2023
Hariharan Narayanan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2021
Samir Datta,CMI,MFCS,1,0.0,2011
Meena Mahajan,IMSc,MFCS,1,0.0,2011
Saket Saurabh 0001,IMSc,MFCS (2),1,0.0,2014
Meena Mahajan,IMSc,MFCS,1,0.0,2013
Kamal Lodaya,IMSc,MFCS,2,0.0,2016
Saket Saurabh 0001,IMSc,MFCS,1,0.0,2016
Saket Saurabh 0001,IMSc,MFCS,1,0.0,2008
Kamal Lodaya,IMSc,MFCS,1,0.0,2006
Kamal Lodaya,IMSc,MFCS,1,0.0,2009
Saket Saurabh 0001,IMSc,MFCS,1,0.0,2012
Saket Saurabh 0001,IMSc,MFCS,3,0.0,2020
Arkadev Chattopadhyay,Tata Inst. of Fundamental Research,MFCS,1,0.0,2023
Meena Mahajan,IMSc,MFCS,1,0.0,2023
Saket Saurabh 0001,IMSc,MFCS,2,0.0,2019
S. Akshay 0001,IIT Bombay,MFCS,1,0.0,2016
Krishna Shankara Narayanan,IIT Bombay,MFCS,1,0.0,2016
Meena Mahajan,IMSc,MFCS,1,0.0,2008
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2020
Kamal Lodaya,IMSc,MFCS (2),2,0.0,2015
Aiswarya Cyriac,CMI,MFCS,1,0.0,2011
Saket Saurabh 0001,IMSc,MFCS,2,0.0,2017
Supratik Chakraborty,IIT Bombay,MFCS,1,0.0,2022
S. Akshay 0001,IIT Bombay,MFCS,1,0.0,2022
Kamal Lodaya,IMSc,MFCS,1,0.0,2022
Krishna Shankara Narayanan,IIT Bombay,MFCS,1,0.0,2019
Hariharan Narayanan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2018
Kamal Lodaya,IMSc,MFCS,1,0.0,2017
Partha Mukhopadhyay,CMI,MFCS,1,0.0,2017
Geevarghese Philip,CMI,MFCS,1,0.0,2011
Chandan Saha 0001,IISc Bangalore,MFCS,1,0.0,2020
Meena Mahajan,IMSc,MFCS,1,0.0,2017
Prajakta Nimbhorkar,CMI,MFCS,1,0.0,2017
Kamal Lodaya,IMSc,MFCS,2,0.0,2020
Partha Mukhopadhyay,CMI,MFCS,1,0.0,2020
Kamal Lodaya,IMSc,MFCS,1,0.0,2019
Partha Mukhopadhyay,CMI,MFCS (2),1,0.0,2014
Samir Datta,CMI,MFCS,1,0.0,2023
Geevarghese Philip,CMI,MFCS (2),1,0.0,2015
Saket Saurabh 0001,IMSc,MFCS (2),1,0.0,2015
Krishna Shankara Narayanan,IIT Bombay,MFCS,1,0.0,2017
Paritosh K. Pandya,Tata Inst. of Fundamental Research,MFCS,1,0.0,2017
S. Akshay 0001,IIT Bombay,MFCS,1,0.0,2017
Samir Datta,CMI,MFCS (2),1,0.0,2014
Samir Datta,CMI,MFCS,1,0.0,2010
Meena Mahajan,IMSc,MFCS,1,0.0,2010
Geevarghese Philip,CMI,MFCS,1,0.0,2020
Saket Saurabh 0001,IMSc,MFCS,1,0.0,2013
Madhavan Mukund,CMI,MFCS,1,0.0,1996
Sasanka Roy,ISI Kolkata,MFCS,1,0.0,2006
Sandip Das 0001,ISI Kolkata,MFCS,1,0.0,2006
Subhas C. Nandy,ISI Kolkata,MFCS,1,0.0,2006
Meena Mahajan,IMSc,MFCS,1,0.0,2012
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,MFCS,1,0.0,2003
Bharat Adsul,IIT Bombay,MFCS (1),1,0.0,2014
Supratik Chakraborty,IIT Bombay,MFCS (1),1,0.0,2014
Sandeep Juneja,Tata Inst. of Fundamental Research,VALUETOOLS,2,0.0,2012
Shishir Kolathaya,IISc Bangalore,VALUETOOLS,1,0.0,2023
Gugan Thoppe,IISc Bangalore,VALUETOOLS,1,0.0,2023
Gugan Thoppe,IISc Bangalore,VALUETOOLS,1,0.0,2020
Amitabha Sanyal,IIT Bombay,VALUETOOLS,1,0.0,2008
Sandeep Juneja,Tata Inst. of Fundamental Research,VALUETOOLS,1,0.0,2009
Varsha Apte,IIT Bombay,VALUETOOLS,1,0.0,2014
Preethi Jyothi,IIT Bombay,ICPhS,1,0.0,2015
Mythili Vutukuru,IIT Bombay,SOSR,1,0.0,2022
Mythili Vutukuru,IIT Bombay,SOSR,1,0.0,2020
Puru Kulkarni,IIT Bombay,SOSR,1,0.0,2020
Rajat K. De,ISI Kolkata,BCB,1,0.0,2011
Krishna Shankara Narayanan,IIT Bombay,IFM,1,0.0,2013
Om P. Damani,IIT Bombay,IFM,1,0.0,2014
Mandar Mitra,ISI Kolkata,CIRCLE,1,0.0,2022
Sujith Thomas,BITS Pilani-Goa,CogSci,2,0.0,2020
Sujith Thomas,BITS Pilani-Goa,CogSci,1,0.0,2016
Goutam Paul 0001,ISI Kolkata,AAECC,1,0.0,2007
Subhamoy Maitra,ISI Kolkata,AAECC,2,0.0,2007
Subhamoy Maitra,ISI Kolkata,AAECC,1,0.0,2009
Goutam Paul 0001,ISI Kolkata,AAECC,1,0.0,2009
P. Vijay Kumar,IISc Bangalore,AAECC,1,0.0,1993
Kuldeep Kumar,BITS Pilani,FedCSIS,1,0.0,2016
Sangharatna Godboley,National Institute of Technology Warangal,FedCSIS,1,0.0,2016
Sushmita Mitra,ISI Kolkata,FedCSIS (Position Papers),1,0.0,2023
Madhav Rao,IIIT Bangalore,BHI,1,0.0,2022
Rahul Banerjee,BITS Pilani,BHI,1,0.0,2012
Ashish Ghosh,ISI Kolkata,ECMS,1,0.0,2011
Kishan Chand Gupta,ISI Kolkata,ICICS,1,0.0,2001
Subhamoy Maitra,ISI Kolkata,ICICS,1,0.0,2001
Subhamoy Maitra,ISI Kolkata,ICICS,2,0.0,2002
Palash Sarkar 0001,ISI Kolkata,ICICS,1,0.0,2004
Dipti Prasad Mukherjee,ISI Kolkata,MICCAI (2),1,0.0,2015
Suyash P. Awate,IIT Bombay,MICCAI (1),1,0.0,2016
Suyash P. Awate,IIT Bombay,MICCAI (1),3,0.0,2009
Suyash P. Awate,IIT Bombay,MBIA,1,0.0,2012
Suyash P. Awate,IIT Bombay,MICCAI (2),1,0.0,2011
Suyash P. Awate,IIT Bombay,MICCAI (1),2,0.0,2018
Suyash P. Awate,IIT Bombay,MICCAI (2),1,0.0,2005
Ashwin Srinivasan 0001,BITS Pilani-Goa,TIA@MICCAI,1,0.0,2020
Ashwin Srinivasan 0001,BITS Pilani-Goa,iMIMIC/MIL3ID/LABELS@MICCAI,1,0.0,2020
Suyash P. Awate,IIT Bombay,MICCAI (1),2,0.0,2007
Suyash P. Awate,IIT Bombay,MLMI,1,0.0,2011
Sharat Chandran,IIT Bombay,MICCAI (1),1,0.0,2009
Ganesh Ramakrishnan,IIT Bombay,MILLanD@MICCAI,2,0.0,2022
Utpal Garain,ISI Kolkata,MICCAI (2),1,0.0,2018
Suyash P. Awate,IIT Bombay,MICCAI (1),1,0.0,2008
Suyash P. Awate,IIT Bombay,MICCAI (5),1,0.0,2019
Sushmita Mitra,ISI Kolkata,BrainLes@MICCAI (2),1,0.0,2018
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2012
Utpal Garain,ISI Kolkata,OR 2.0/CARE/CLIP/ISIC@MICCAI,1,0.0,2018
Dipti Prasad Mukherjee,ISI Kolkata,MICCAI (1),1,0.0,2013
Ajit Rajwade 0001,IIT Bombay,MICCAI (3),1,0.0,2017
Sharat Chandran,IIT Bombay,MICCAI (3),1,0.0,2017
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2017
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2016
Pradipta Maji,ISI Kolkata,BrainLes@MICCAI,1,0.0,2017
Kuldeep Kumar,BITS Pilani,MLMI,1,0.0,2015
Sushmita Mitra,ISI Kolkata,BrainLes@MICCAI (1),1,0.0,2018
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2019
Kuldeep Kumar,BITS Pilani,GRAIL/MFCA/MICGen@MICCAI,1,0.0,2017
Suyash P. Awate,IIT Bombay,MICCAI (4),1,0.0,2018
Suyash P. Awate,IIT Bombay,MBIA,1,0.0,2013
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2014
Suyash P. Awate,IIT Bombay,MICCAI (3),1,0.0,2015
Krithi Ramamritham,IIT Bombay,EWSN,1,0.0,2008
Puru Kulkarni,IIT Bombay,EWSN,1,0.0,2008
Puru Kulkarni,IIT Bombay,EWSN,1,0.0,2007
Lavika Goel,BITS Pilani,IC3,1,0.0,2013
Lavika Goel,BITS Pilani,IC3,1,0.0,2016
G. N. Srinivasa Prasanna,IIIT Bangalore,IC3,1,0.0,2014
Vinayak Naik,BITS Pilani-Goa,IC3,1,0.0,2014
Mukesh Kumar Rohil,BITS Pilani,IC3,1,0.0,2012
Sanjaya K. Panda,National Institute of Technology Warangal,IC3,3,0.0,2022
Amit Dua,BITS Pilani,IC3,1,0.0,2019
Lavika Goel,BITS Pilani,IC3,1,0.0,2012
Sanjaya K. Panda,National Institute of Technology Warangal,IC3,1,0.0,2014
Swagatam Das,ISI Kolkata,IC3,1,0.0,2011
Amit Dua,BITS Pilani,IC3,1,0.0,2015
Avinash Gautam,BITS Pilani,IC3,1,0.0,2013
Sudeept Mohan,BITS Pilani,IC3,1,0.0,2013
Amit Dua,BITS Pilani,IC3,1,0.0,2013
J. P. Misra,BITS Pilani,IC3,1,0.0,2016
Sudeept Mohan,BITS Pilani,IC3,2,0.0,2014
Navneet Goyal,BITS Pilani,IC3,2,0.0,2011
B. B. Amberker,National Institute of Technology Warangal,IC3,1,0.0,2009
Avinash Gautam,BITS Pilani,IC3,1,0.0,2014
Utpal Garain,ISI Kolkata,Diagrams,1,0.0,2008
Pushpak Bhattacharya,IIT Bombay,MTSummit,1,0.0,2005
Pushpak Bhattacharya,IIT Bombay,MTSummit (1),4,0.0,2021
Pushpak Bhattacharya,IIT Bombay,MTSummit (1),1,0.0,2017
Pushpak Bhattacharya,IIT Bombay,MTSummit,1,0.0,2007
Om P. Damani,IIT Bombay,MTSummit,1,0.0,2007
Mythili Vutukuru,IIT Bombay,NFV-SDN,2,0.0,2016
Mythili Vutukuru,IIT Bombay,NFV-SDN,2,0.0,2017
Vinod Ganapathy,IISc Bangalore,CCS,2,0.0,2005
B. B. Amberker,National Institute of Technology Warangal,AsiaPKC@AsiaCCS,1,0.0,2013
Goutam Paul 0001,ISI Kolkata,ASHES@CCS,1,0.0,2022
Arpita Patra,IISc Bangalore,CCS,1,0.0,2019
Arpita Patra,IISc Bangalore,CCS,1,0.0,2018
Vinod Ganapathy,IISc Bangalore,CCSW,1,0.0,2012
Vinod Ganapathy,IISc Bangalore,CCS,2,0.0,2012
Vinod Ganapathy,IISc Bangalore,PLAS@CCS,1,0.0,2017
Arpita Patra,IISc Bangalore,CCS,3,0.0,2022
Ashish Choudhary,IIIT Bangalore,CCSW,1,0.0,2019
Arpita Patra,IISc Bangalore,CCSW,1,0.0,2019
Palash Sarkar 0001,ISI Kolkata,AsiaCCS,1,0.0,2009
Rashmi Ranjan Rout,National Institute of Technology Warangal,AsiaCCS,1,0.0,2020
Durvasula V. L. N. Somayajulu,National Institute of Technology Warangal,AsiaCCS,1,0.0,2020
Goutam Paul 0001,ISI Kolkata,ASHES@CCS,1,0.0,2020
Devashish Gosain,BITS Pilani-Goa,CCS,1,1.0,2022
Manoj M. Prabhakaran,IIT Bombay,CCS,1,0.0,2014
Arpita Patra,IISc Bangalore,AsiaCCS,1,0.0,2009
Ashish Choudhary,IIIT Bangalore,AsiaCCS,1,0.0,2009
Vinod Ganapathy,IISc Bangalore,CCS,1,0.0,2020
Arijit Bishnu,ISI Kolkata,AsiaCCS,1,0.0,2019
Vinod Ganapathy,IISc Bangalore,CCS,1,0.0,2008
Vinod Ganapathy,IISc Bangalore,SPSM@CCS,1,0.0,2012
Sumana Ghosh,ISI Kolkata,CPSIOTSEC@CCS,1,0.0,2020
Chaya Ganesh,IISc Bangalore,CCS,1,0.0,2022
Bhavana Kanukurthi,IISc Bangalore,CCS,1,0.0,2022
Vinod Ganapathy,IISc Bangalore,CCS,1,0.0,2003
Vinod Ganapathy,IISc Bangalore,CCS,1,0.0,2023
Navneet Goyal,BITS Pilani,DSAA,4,0.0,2023
Ashwin Srinivasan 0001,BITS Pilani-Goa,DSAA,1,0.0,2015
Sundar Balasubramaniam,BITS Pilani,DSAA,1,0.0,2019
Navneet Goyal,BITS Pilani,DSAA,2,0.0,2019
Swati Agarwal 0001,BITS Pilani-Goa,DSAA,1,0.0,2022
Navneet Goyal,BITS Pilani,DSAA,2,0.0,2016
Sundar Balasubramaniam,BITS Pilani,DSAA,1,0.0,2016
Sundar Balasubramaniam,BITS Pilani,DSAA,1,0.0,2018
Navneet Goyal,BITS Pilani,DSAA,2,0.0,2018
Ganesh Ramakrishnan,IIT Bombay,LaTiCE,1,0.0,2015
Sridhar Iyer,IIT Bombay,LaTiCE,2,0.0,2016
Sridhar Iyer,IIT Bombay,LaTiCE,1,0.0,2015
Kavi Arya,IIT Bombay,LaTiCE,1,0.0,2016
Deepak D'Souza,IISc Bangalore,SPIN,1,0.0,2003
Madhavan Mukund,CMI,SPIN,1,0.0,2003
Aditya Kanade,IISc Bangalore,SPIN,1,0.0,2001
Madhavan Mukund,CMI,SPIN,1,0.0,2005
S. P. Suresh,CMI,SPIN,1,0.0,2005
Sanghamitra Bandyopadhyay,ISI Kolkata,FLAIRS,1,0.0,2002
Swagatam Das,ISI Kolkata,CISIS,1,0.0,2009
G. N. Srinivasa Prasanna,IIIT Bangalore,CISIS-ICEUTE,1,0.0,2021
Debabrata Das,IIIT Bangalore,CISIS-ICEUTE,1,0.0,2021
P. Vijay Kumar,IISc Bangalore,ITW,1,0.0,2002
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2013
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,3,0.0,2014
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW Fall,1,0.0,2015
P. Vijay Kumar,IISc Bangalore,ITW,1,0.0,2015
P. Vijay Kumar,IISc Bangalore,ITW,3,0.0,2021
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,3,0.0,2009
Abhishek Sinha,Tata Inst. of Fundamental Research,ITW,1,0.0,2022
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,2,0.0,2019
Manoj M. Prabhakaran,IIT Bombay,ITW,1,0.0,2012
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,2,0.0,2012
Subhamoy Maitra,ISI Kolkata,ITW,1,0.0,2002
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2017
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2021
Aditya Kanade,IISc Bangalore,ITW,1,0.0,2013
Arijit Bishnu,ISI Kolkata,ITW,1,0.0,2002
Pranab Sen,Tata Inst. of Fundamental Research,ITW,1,0.0,2021
Arijit Bishnu,ISI Kolkata,ITW,1,0.0,2017
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2018
Arijit Bishnu,ISI Kolkata,ITW,1,0.0,2013
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2011
P. Vijay Kumar,IISc Bangalore,ITW,1,0.0,2022
Hariharan Narayanan,Tata Inst. of Fundamental Research,ITW,1,0.0,2015
Shrisha Rao 0001,IIIT Bangalore,SOLI,1,0.0,2017
Vinod Ganapathy,IISc Bangalore,SecureComm,1,0.0,2011
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SecureComm,1,0.0,2008
Devashish Gosain,BITS Pilani-Goa,SecureComm,1,0.0,2017
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SecureComm,1,0.0,2006
Swagatam Das,ISI Kolkata,ICHSA,1,0.0,2017
Vijay Natarajan,IISc Bangalore,SMI,1,0.0,2005
Vijay Natarajan,IISc Bangalore,SMI,1,0.0,2006
Nikhil R. Pal,ISI Kolkata,AIPR,1,0.0,2010
Kuntal Ghosh,ISI Kolkata,WAPCV,1,0.0,2007
Aditya Kanade,IISc Bangalore,ARES,1,0.0,2006
Sanjay K. Sahay,BITS Pilani-Goa,ARES,1,0.0,2018
Hemant Rathore,BITS Pilani-Goa,ARES,1,0.0,2018
Kishan Chand Gupta,ISI Kolkata,CD-ARES Workshops,1,0.0,2013
Paritosh K. Pandya,Tata Inst. of Fundamental Research,ARES,1,0.0,2006
Swagatam Das,ISI Kolkata,NaBIC,6,0.0,2009
Ashish Ghosh,ISI Kolkata,NaBIC,2,0.0,2009
Swagatam Das,ISI Kolkata,NaBIC,1,0.0,2010
Arijit Ghosh,ISI Kolkata,NaBIC,1,0.0,2009
Arijit Bishnu,ISI Kolkata,NaBIC,1,0.0,2009
Lavika Goel,BITS Pilani,NaBIC,1,0.0,2012
G. Sivakumar,IIT Bombay,ALP,1,0.0,1990
Debrup Chakraborty,ISI Kolkata,IFSA (1),1,0.0,2007
Nikhil R. Pal,ISI Kolkata,IFSA (1),1,0.0,2007
Madhavan Mukund,CMI,Partial Order Methods in Verification,1,0.0,1996
Chandrashekar Ramanathan,IIIT Bangalore,MLDM,1,0.0,2014
G. N. Srinivasa Prasanna,IIIT Bangalore,MLDM,2,0.0,2016
V. N. Muralidhara,IIIT Bangalore,MLDM,2,0.0,2016
Aditya Kanade,IISc Bangalore,MLDM,1,0.0,2016
M. Narasimha Murty,IISc Bangalore,MLDM,1,0.0,2013
Sanjay K. Sahay,BITS Pilani-Goa,MLDM,1,0.0,2015
G. N. Srinivasa Prasanna,IIIT Bangalore,MLDM,1,0.0,2014
Sanghamitra Bandyopadhyay,ISI Kolkata,MLDM,1,0.0,2012
G. N. Srinivasa Prasanna,IIIT Bangalore,SemREC@ISWC,1,0.0,2021
Ganesh Ramakrishnan,IIT Bombay,ISWC (Posters & Demos),1,0.0,2013
Srinath Srinivasa,IIIT Bangalore,"ISWC (Posters, Demos & Industry Tracks)",1,0.0,2017
Ganesh Ramakrishnan,IIT Bombay,ISWC (1),1,0.0,2019
Ganesh Ramakrishnan,IIT Bombay,ISWC (1),1,0.0,2016
Srinath Srinivasa,IIIT Bangalore,WebSci,1,0.0,2015
Manish Gupta 0001,IIIT Bangalore,WebSci,1,0.0,2019
Srinath Srinivasa,IIIT Bangalore,WebSci (Companion),1,0.0,2021
Manish Gupta 0001,IIIT Bangalore,WebSci,1,0.0,2018
Manish Gupta 0001,IIIT Bangalore,WebSci,1,0.0,2021
Srikanth T. K,IIIT Bangalore,WebSci (Companion),2,0.0,2021
Nikhil R. Pal,ISI Kolkata,ICAISC (1),1,0.0,2014
Mridul Nandi,ISI Kolkata,FSE,1,0.0,2005
Subhamoy Maitra,ISI Kolkata,FSE,1,0.0,2014
Goutam Paul 0001,ISI Kolkata,FSE,1,0.0,2014
Subhamoy Maitra,ISI Kolkata,FSE,2,0.0,2004
Palash Sarkar 0001,ISI Kolkata,FSE,1,0.0,2004
Debrup Chakraborty,ISI Kolkata,FSE,1,0.0,2006
Palash Sarkar 0001,ISI Kolkata,FSE,1,0.0,2006
Goutam Paul 0001,ISI Kolkata,FSE,1,0.0,2016
Kishan Chand Gupta,ISI Kolkata,FSE,1,0.0,2005
Subhamoy Maitra,ISI Kolkata,FSE,1,0.0,2005
Mridul Nandi,ISI Kolkata,FSE,2,0.0,2010
Pinakpani Pal,ISI Kolkata,FSE,1,0.0,2003
Palash Sarkar 0001,ISI Kolkata,FSE,1,0.0,2003
Subhamoy Maitra,ISI Kolkata,FSE,1,0.0,2008
Goutam Paul 0001,ISI Kolkata,FSE,1,0.0,2008
Mridul Nandi,ISI Kolkata,FSE,1,0.0,2009
Kishan Chand Gupta,ISI Kolkata,FSE,1,0.0,2006
Mridul Nandi,ISI Kolkata,FSE,1,0.0,2014
Subhamoy Maitra,ISI Kolkata,FSE,1,0.0,2011
Goutam Paul 0001,ISI Kolkata,FSE,1,0.0,2011
Debrup Chakraborty,ISI Kolkata,FSE,1,0.0,2008
Mridul Nandi,ISI Kolkata,FSE,2,0.0,2008
Mridul Nandi,ISI Kolkata,FSE,1,0.0,2011
Sougata Sen,BITS Pilani-Goa,PerCom Workshops,2,0.0,2015
G. N. Srinivasa Prasanna,IIIT Bangalore,PerCom Workshops,1,0.0,2004
Krithi Ramamritham,IIT Bombay,PerCom Workshops,1,0.0,2004
Vinayak Naik,BITS Pilani-Goa,PerCom Workshops,2,0.0,2013
Surjya Ghosh,BITS Pilani-Goa,PerCom,1,0.0,2020
Hemant Rathore,BITS Pilani-Goa,PerCom Workshops,1,0.0,2021
Sanjay K. Sahay,BITS Pilani-Goa,PerCom Workshops,1,0.0,2021
Sanjay K. Sahay,BITS Pilani-Goa,PerCom Workshops,1,0.0,2022
Hemant Rathore,BITS Pilani-Goa,PerCom Workshops,1,0.0,2022
